original_title,id,weighted_rating
Kingdom of Heaven,1495,6.403094424912906
Stuart Little,10137,5.927888233420277
The Princess and the Frog,10198,6.474861369613253
The Martian,286217,7.461278169757979
The Island,1635,6.380643026120639
Town & Country,24113,6.043347562040477
Gone in Sixty Seconds,9679,6.098070815746906
Gladiator,98,7.684378270541165
Minority Report,180,6.8782730198766995
Harry Potter and the Chamber of Secrets,672,7.253027453338039
Casino Royale,36557,7.106360890146434
Planet of the Apes,869,5.784025442058823
Terminator 2: Judgment Day,280,7.459413385068055
Public Enemies,11322,6.356215415804709
American Gangster,4982,6.969976507254969
True Lies,36955,6.519159637441327
The Taking of Pelham 1 2 3,18487,6.153864846584392
Little Fockers,39451,5.684819131013908
The Other Guys,27581,6.097978018390709
Eraser,9268,5.88462505895939
Django Unchained,68718,7.683907385963871
The Hunchback of Notre Dame,10545,6.521115664611572
The Emperor's New Groove,11688,6.833877615262626
The Expendables 2,76163,6.098819977431539
National Treasure,2059,6.3153228413731926
Eragon,2486,5.416698379581989
Where the Wild Things Are,16523,6.2277681466189385
Epic,116711,6.278645352702448
The Tourist,37710,6.028509085982966
End of Days,9946,5.859337751535465
Blood Diamond,1372,7.005387572634587
The Wolf of Wall Street,106646,7.717775520010605
Batman Forever,414,5.494995476626034
Starship Troopers,563,6.505533139498368
Cloud Atlas,83542,6.499572590657558
Legend of the Guardians: The Owls of Ga'Hoole,41216,6.29223352169212
Catwoman,314,5.103890254285021
Hercules,184315,5.750760036400207
Treasure Planet,9016,6.716144994362208
Land of the Lost,18162,5.823658818057666
The Expendables 3,138103,6.098306964658439
Point Break,257088,5.788202820123315
Son of the Mask,10214,5.3103322993933055
In the Heart of the Sea,205775,6.351359517257263
The Adventures of Pluto Nash,11692,5.8206508106850485
Green Zone,22972,6.24493804606222
The Peanuts Movie,227973,6.276900773758852
The Spanish Prisoner,29193,6.184777776677977
The Mummy Returns,1734,6.023598569049601
Gangs of New York,3131,6.819815821717658
金陵十三釵,76758,6.2976337349891836
Surf's Up,9408,6.006994686587598
The Stepford Wives,9890,5.877799708817078
Black Hawk Down,855,6.8799930892672165
The Campaign,77953,5.877052366398708
The Fifth Element,18,7.10761760692212
Sex and the City 2,37786,5.840019241940267
The Road to El Dorado,10501,6.581298895642432
Ice Age: Continental Drift,57800,6.177111713740285
Cinderella,150689,6.556407645186406
The Lovely Bones,7980,6.393044320664354
Finding Nemo,12,7.438102250600991
The Lord of the Rings: The Return of the King,122,7.931927783672952
The Lord of the Rings: The Two Towers,121,7.829103579305429
Seventh Son,68737,5.589178157567129
Lara Croft: Tomb Raider,1995,5.799236179551971
Transcendence,157353,5.947225849298434
Jurassic Park III,331,5.803290953276782
Rise of the Planet of the Apes,61791,6.8686129192639385
The Spiderwick Chronicles,8204,6.18408735242268
A Good Day to Die Hard,47964,5.355882847889729
The Alamo,10733,6.0572168203882635
The Incredibles,9806,7.236482279989389
Cutthroat Island,1408,6.032813266167716
Percy Jackson & the Olympians: The Lightning Thief,32657,6.025282033848043
Men in Black,607,6.784593142634722
Toy Story 2,863,7.104272562561351
Unstoppable,44048,6.220216761102496
Rush Hour 2,5175,6.274106831145687
What Lies Beneath,2655,6.176142299467564
Cloudy with a Chance of Meatballs,22794,6.3795380913654665
Ice Age: Dawn of the Dinosaurs,8355,6.400519324579524
The Secret Life of Walter Mitty,116745,6.827891894370089
Charlie's Angels,4327,5.7850532561551145
The Departed,1422,7.637656335663844
Mulan,10674,7.1955062422136224
Tropic Thunder,7446,6.375530209190059
The Girl with the Dragon Tattoo,65754,6.942854292289926
Die Hard: With a Vengeance,1572,6.6880194000347775
Sherlock Holmes,10528,6.897280293380104
Ben-Hur,271969,5.731146402648141
Atlantis: The Lost Empire,10865,6.472221457046903
Alvin and the Chipmunks: The Road Chip,258509,5.98615391505577
Valkyrie,2253,6.466141003924365
You Don't Mess with the Zohan,10661,5.745428388685243
Pixels,257344,5.712125023226427
A.I. Artificial Intelligence,644,6.608025959062327
The Haunted Mansion,10756,5.747953791439551
Contact,686,6.801301582985822
Hollow Man,9383,5.865739983957345
The Interpreter,179,6.130909595393979
Percy Jackson: Sea of Monsters,76285,5.960034536993294
Lara Croft Tomb Raider: The Cradle of Life,1996,5.703299646484574
Now You See Me 2,291805,6.587529864820013
The Saint,10003,6.03777045502405
Spy Game,1535,6.4046049282168624
Mission to Mars,2067,5.962731484859918
Rio,46195,6.396921779919924
Bicentennial Man,2277,6.550521839457513
Volcano,10357,5.792242827119443
The Devil's Own,4477,6.039379453038929
K-19: The Widowmaker,8665,6.095718809782826
Conan the Barbarian,9387,6.331144063421622
Cinderella Man,921,6.642971841889546
The Nutcracker: The Untold Story,49852,6.050110968885714
Seabiscuit,4464,6.231423584685369
Twister,664,6.097459192887408
Cast Away,8358,7.237887090885476
Happy Feet,9836,5.966687957158323
The Bourne Supremacy,2502,6.971077161543158
Air Force One,9772,6.15053083232805
Ocean's Eleven,161,7.019591281494857
The Three Musketeers,52451,5.819357440865181
Hotel Transylvania,76492,6.642428451036022
Enchanted,4523,6.4293905273256335
Safe House,59961,6.227112791355342
102 Dalmatians,10481,5.79796514802237
Tower Heist,59108,5.929956506737046
The Holiday,1581,6.472337522546496
Enemy of the State,9798,6.474064418709229
It's Complicated,22897,6.12889511434852
Ocean's Thirteen,298,6.390631239904074
Open Season,7484,6.0969231345514885
Divergent,157350,6.789956927691417
Enemy at the Gates,853,6.730355535846531
The Rundown,10159,6.2197861669976025
Last Action Hero,9593,6.097042006207312
Memoirs of a Geisha,1904,6.659994521768622
The Fast and the Furious: Tokyo Drift,9615,6.098244580551689
Arthur Christmas,51052,6.282636513776272
Meet Joe Black,297,6.5846444085951195
Collateral Damage,9884,5.876309478744096
All That Jazz,16858,6.218799255924012
Mirror Mirror,62764,5.736679658653794
Scott Pilgrim vs. the World,22538,6.9151955257543225
The Core,9341,5.808426316711209
Nutty Professor II: The Klumps,12107,5.661395407197288
Scooby-Doo,9637,5.728707793256822
Dredd,49049,6.460676895610645
Click,9339,6.024445675874539
Creepshow,16281,6.236286858326414
Cats & Dogs 2 : The Revenge of Kitty Galore,39691,5.928268987737886
Jumper,8247,5.9564606300009855
Hellboy II: The Golden Army,11253,6.367835013467653
Zodiac,1949,6.977852703494838
The 6th Day,8452,5.918170647652907
Bruce Almighty,310,6.339848616614882
The Expendables,27578,6.018960662753514
Mission: Impossible,954,6.567363036365593
The Hunger Games,70160,6.841693636300956
The Hangover Part II,45243,6.182567270858371
Batman Returns,364,6.44524471603298
Over the Hedge,7518,6.216208881036434
Lilo & Stitch,11544,6.738416957347063
Charlotte's Web,9986,6.011567418817649
Deep Impact,8656,5.989929286026688
RED 2,146216,6.300358907884913
The Longest Yard,9291,6.148743768799672
Alvin and the Chipmunks: Chipwrecked,55301,5.819125982805977
Grown Ups 2,109418,5.914643269747688
Get Smart,11665,6.038838349453453
Something's Gotta Give,6964,6.167723213941176
Shutter Island,11324,7.62214778935428
Four Christmases,12193,5.848163208233505
Robots,9928,6.033548605649601
Face/Off,754,6.575678684765137
Bedtime Stories,10202,5.987404570032042
Road to Perdition,4147,6.809899359601818
Just Go with It,50546,6.233441082217715
Con Air,1701,6.350915261767122
Eagle Eye,13027,6.213535965820279
Cold Mountain,2289,6.348337180635577
The Book of Eli,20504,6.471432840943478
Flubber,9574,5.708874267363001
The Haunting,11618,5.795989505646181
Space Jam,2300,6.352240132311774
The Pink Panther,12096,5.883077582910679
The Day the Earth Stood Still,10200,5.570380448187308
Conspiracy Theory,8834,6.243870250746684
Fury,228150,7.194376510728622
Six Days Seven Nights,6068,5.940778296397848
Yogi Bear,41515,5.88873356448825
Spirit: Stallion of the Cimarron,9023,6.786013635956328
Zookeeper,38317,5.77406911209834
Lost in Space,2157,5.716981242112395
The Manchurian Candidate,14462,6.130970710302963
Déjà Vu,161795,6.096766943801625
Hotel Transylvania 2,159824,6.5000502967095555
Fantasia 2000,49948,6.351104796500728
The Time Machine,2135,5.958540290827548
Mighty Joe Young,9822,6.051467359066631
Swordfish,9705,6.09743179874064
The Legend of Zorro,1656,5.987833417968414
What Dreams May Come,12159,6.4040033381494865
Little Nicky,9678,5.761005859632071
The Brothers Grimm,4442,5.8343056174847305
Mars Attacks!,75,6.098091425772312
Évolution,330770,6.112507824088592
The Edge,9433,6.288782685685688
Surrogates,19959,5.974107315910738
Thirteen Days,11973,6.258567067455477
Daylight,11228,5.994497882561632
Walking With Dinosaurs,77951,5.957567361283744
Battlefield Earth,5491,5.299206436269521
Looney Tunes: Back in Action,10715,5.952307769934751
Nine,10197,5.912423698612188
Timeline,9562,5.885042527709616
The Postman,9922,6.095863374816691
Babe: Pig in the City,9447,5.832577830213429
The Last Witch Hunter,274854,5.841569217432433
Red Planet,8870,5.909668878046292
Arthur et les Minimoys,9992,6.050463049762078
Oceans,36970,6.251929744251621
A Sound of Thunder,10077,5.924882012961108
Pompeii,76649,5.52899096432901
Don Gato: El inicio de la pandilla,293644,6.084611370391828
A Beautiful Mind,453,7.383894938742159
The Lion King,8587,7.770092809028789
Journey 2: The Mysterious Island,72545,5.922750997452617
Cloudy with a Chance of Meatballs 2,109451,6.263517330104387
Red Dragon,9533,6.458819102832658
Hidalgo,2023,6.216449443863098
Jack and Jill,71880,5.1963193350708154
2 Fast 2 Furious,584,6.171781734947568
The Little Prince,309809,6.856419409439236
The Invasion,4858,5.9651275768331065
The Adventures of Rocky & Bullwinkle,17711,5.86265905154336
The Secret Life of Pets,328111,5.934102247409811
The League of Extraordinary Gentlemen,8698,5.8536128866565384
Despicable Me 2,93456,6.8757023700804725
Independence Day,602,6.58823324277611
The Lost World: Jurassic Park,330,6.175798538687394
Madagascar,953,6.506142253867782
Children of Men,9693,7.057098945343601
X-Men,36657,6.6923285526936604
Wanted,8909,6.330933207165059
The Rock,9802,6.629068788692729
Ice Age: The Meltdown,950,6.418859262029958
50 First Dates,1824,6.468764252593667
Hairspray,2976,6.29309532526616
Exorcist: The Beginning,11026,5.8170150874497555
Inspector Gadget,332,5.553635611556134
Now You See Me,75656,7.157131076873243
Grown Ups,38365,6.0284390534278405
The Terminal,594,6.747672290084042
Hotel for Dogs,15189,6.009433089938796
Vertical Limit,11678,6.040335510041646
Charlie Wilson's War,6538,6.2217223505323105
Shark Tale,10555,5.8945575890161255
Dreamgirls,1125,6.234813889375918
Be Cool,4551,5.897292266146187
Munich,612,6.485428941749215
Tears of the Sun,9567,6.22789957115414
Killers,37821,5.892588531300099
The Man from U.N.C.L.E.,203801,6.8529433432131555
Spanglish,2539,5.996079880702666
Monster House,9297,6.205809735027924
Bandits,3172,6.124927742181336
First Knight,6520,6.036587876010968
Anna and the King,1439,6.15865424076779
Immortals,37958,5.879729451621329
Hostage,2026,6.137544928369348
Titan A.E.,7450,6.155509174676344
Hollywood Homicide,11375,5.893151508574985
Soldier,9425,6.09552674804121
Carriers,25769,6.012812543401178
Monkeybone,23685,5.922578035557939
Flight of the Phoenix,11866,5.986840047358165
Unbreakable,9741,6.678540111048072
Minions,211672,6.357513871714703
Sucker Punch,23629,5.960670361363059
Snake Eyes,8688,6.0038162404861435
Sphere,10153,5.97879059579522
The Angry Birds Movie,153518,5.981393798236715
Fool's Gold,8676,5.833315605584003
Funny People,20829,5.957838038135255
The Kingdom,4349,6.260665644140344
Talladega Nights: The Ballad of Ricky Bobby,9718,6.136477320307285
Dr. Dolittle 2,10808,5.6675053490174285
Braveheart,197,7.4092702560445565
Jarhead,25,6.3517220552396
The Simpsons Movie,35,6.7020031277686165
The Majestic,11086,6.196933968662885
Driven,10477,5.782828573919803
Deux frères,1997,6.252275082286103
The Village,6947,6.156849537184131
Doctor Dolittle,3050,5.759650430626976
Signs,2675,6.303472025678365
Shrek 2,809,6.580073114480607
Cars,920,6.519159689673312
Runaway Bride,4806,5.943783973163522
xXx,7451,5.900375844551237
The SpongeBob Movie: Sponge Out of Water,228165,5.948961474766564
Ransom,3595,6.2132193689420285
Inglourious Basterds,16869,7.714190776141961
Hook,879,6.435630045383344
Die Hard 2,1573,6.458349112586861
S.W.A.T.,9257,5.943921982087893
Vanilla Sky,1903,6.335148657668687
Lady in the Water,9697,5.810869941559093
AVP: Alien vs. Predator,395,5.7242069009964185
Alvin and the Chipmunks: The Squeakquel,23398,5.7647754812949765
We Were Soldiers,10590,6.344984019068335
Olympus Has Fallen,117263,6.179013685087401
Star Trek: Insurrection,200,6.165496134689853
Battle: Los Angeles,44943,5.700508985585678
Big Fish,587,7.193433054364818
Wolf,10395,6.072849908754588
War Horse,57212,6.613739455332466
The Monuments Men,152760,5.895979822162132
The Abyss,2756,6.620033897119055
Wall Street: Money Never Sleeps,33909,5.97632051035961
Dracula Untold,49017,6.175039944985606
The Siege,9882,6.0637562074323075
Stardust,2270,6.7139538839435335
Seven Years in Tibet,978,6.511489863252285
The Dilemma,44564,5.833185202109937
Bad Company,3132,5.930256227858622
Doom,8814,5.599303667283698
I Spy,8427,5.85520356482613
Underworld: Awakening,52520,6.098350601268513
Rock of Ages,80585,6.061881860131403
Hart's War,10592,6.046359108837506
Killer Elite,49021,6.097006902616055
Rollerball,11535,5.755616346173682
Ballistic: Ecks vs. Sever,10550,5.885634976629718
Hard Rain,11258,5.978136811781233
Osmosis Jones,12610,6.048329764886069
Legends of Oz: Dorothy's Return,59981,6.083488005121716
Blackhat,201088,5.56895579660857
Sky Captain and the World of Tomorrow,5137,5.947099352314067
Basic Instinct 2,3093,5.801048924247956
Escape Plan,107846,6.5135666129762155
The Legend of Hercules,188207,5.38344147028532
The Sum of All Fears,4614,6.021934770538527
The Twilight Saga: Eclipse,24021,5.871404439031594
The Score,11371,6.315004211975442
Despicable Me,20352,6.997195258540295
Money Train,11517,5.933572056276707
Ted 2,214756,6.175617056084206
Agora,26428,6.37524272670861
Mystery Men,9824,5.994392291643038
Hall Pass,48988,5.779653235444938
The Insider,9008,6.570178406235125
The Finest Hours,300673,6.185486524328555
Body of Lies,12113,6.316669150381316
Dinner for Schmucks,38778,5.845457144657075
Abraham Lincoln: Vampire Hunter,72331,5.71839640568029
Entrapment,1844,6.051856952592384
The X Files,846,6.2956037437760095
The Last Legion,9703,5.8543805060852305
Saving Private Ryan,857,7.669805961109239
Need for Speed,136797,6.098100725580288
What Women Want,3981,6.097520895054928
Ice Age,425,6.938548783980303
Dreamcatcher,6171,5.7489937815235725
Lincoln,72976,6.49377446941957
The Matrix,603,7.7619122181551665
Apollo 13,568,6.9193932754108705
The Santa Clause 2,9021,5.923598248426776
Les Misérables,82695,6.817036958991988
You've Got Mail,9489,6.203657497935576
Step Brothers,12133,6.333682905250069
The Mask of Zorro,9342,6.220964534234574
Due Date,41733,6.1677863314747166
Unbroken,227306,6.8839590119286544
Space Cowboys,5551,6.166911344145111
Cliffhanger,9350,6.0967652870596005
Broken Arrow,9208,5.94419352204746
The Kid,4244,6.071206958480266
World Trade Center,1852,6.0209053507788095
Mona Lisa Smile,11820,6.235260847410437
The Dictator,76493,5.957735290464624
Eyes Wide Shut,345,6.723744553891706
Annie,196867,6.0577169821333605
Focus,256591,6.5637634968737615
This Means War,59962,5.967346526215613
Blade: Trinity,36648,5.846123341541844
Red Dawn,1880,6.163215105509186
Primary Colors,9440,6.0948435213439565
Resident Evil: Retribution,71679,5.755919738180748
Death Race,10483,6.03632020287451
The Long Kiss Goodnight,11412,6.215370792199239
Proof of Life,11983,6.073466301425172
Zathura: A Space Adventure,6795,6.097172692382129
Fight Club,550,8.139733253337027
We Are Marshall,11170,6.216201827826204
Hudson Hawk,9292,5.908656123196721
Lucky Numbers,10783,6.0155318404021525
"I, Frankenstein",100241,5.566488162862408
Oliver Twist,257,6.258292029656451
Elektra,9947,5.527209438474285
Sin City: A Dame to Kill For,189,6.224987589818383
Random Hearts,12618,6.031683183007495
Everest,253412,6.521961501493326
Perfume: The Story of a Murderer,1427,6.710098495662286
Austin Powers in Goldmember,818,5.983432792308477
Astro Boy,16577,6.09626025991932
Jurassic Park,329,7.401459263072763
Wyatt Earp,12160,6.181439476314528
Clear and Present Danger,9331,6.19925446194704
天將雄師,300168,6.062280326342775
Little Man,9072,5.8865922764121175
U-571,3536,6.096020777723898
The American President,9087,6.179048137262734
The Love Guru,12177,5.650905960181214
3000 Miles to Graceland,12138,6.036987862367558
The Hateful Eight,273248,7.378402152648408
Blades of Glory,9955,6.009615298888251
Hop,50359,5.910119221335984
300,1271,6.883505517132706
Meet the Fockers,693,6.097968437809761
Marley & Me,14306,6.614353466953857
The Green Mile,497,7.875470146901577
Wild Hogs,11199,5.863054773004331
Chicken Little,9982,5.816748372285161
